Time_Index,NENG_CT_NG,NENG_ME_NG,NENGREST_NG,west_north_central_coal,new_england_uranium,NENG_CT_NG_ccs90,NENG_ME_NG_ccs90,NENGREST_NG_ccs90,NENG_CT_NG_ccs100,NENG_ME_NG_ccs100,NENGREST_NG_ccs100,None
2639,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2640,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2641,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2642,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2643,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2644,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2645,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2646,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2647,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2648,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2649,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2650,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2651,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2652,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2653,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2654,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2655,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2656,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2657,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2658,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2659,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2660,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2661,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2662,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2663,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2664,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2665,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2666,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2667,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2668,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2669,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2670,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2671,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2672,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2673,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2674,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2675,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2676,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2677,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2678,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2679,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2680,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2681,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2682,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2683,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2684,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2685,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2686,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2687,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2688,1.63,1.63,1.81,1.67,0.69,1.63,1.63,1.81,0.2,0.2,0.38,0.0
2689,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2690,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2691,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2692,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2693,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2694,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2695,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2696,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2697,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2698,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2699,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2700,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2701,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2702,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2703,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2704,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2705,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2706,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2707,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2708,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2709,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2710,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2711,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2712,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2713,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2714,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2715,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2716,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2717,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2718,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2719,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2720,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2721,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2722,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2723,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2724,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2725,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2726,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2727,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2728,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2729,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2730,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2731,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2732,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2733,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2734,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2735,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2736,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2737,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2738,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2739,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2740,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2741,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2742,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2743,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2744,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2745,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2746,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2747,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2748,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2749,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2750,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2751,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2752,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2753,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2754,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2755,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2756,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2757,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2758,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2759,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2760,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2761,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2762,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2763,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2764,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2765,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2766,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2767,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2768,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2769,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2770,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2771,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2772,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2773,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2774,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2775,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2776,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2777,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2778,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2779,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2780,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2781,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2782,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2783,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2784,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2785,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2786,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2787,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2788,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2789,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2790,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2791,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2792,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2793,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2794,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2795,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2796,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2797,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2798,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2799,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2800,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2801,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2802,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2803,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2804,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2805,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2806,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2807,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2808,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2809,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2810,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2811,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2812,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2813,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2814,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2815,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2816,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2817,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2818,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2819,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2820,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2821,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2822,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2823,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2824,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2825,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2826,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2827,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2828,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2829,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2830,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2831,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2832,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2833,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2834,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2835,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2836,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2837,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2838,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2839,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2840,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2841,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2842,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2843,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2844,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2845,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2846,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2847,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2848,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2849,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2850,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2851,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2852,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2853,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2854,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2855,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2856,2.78,2.78,2.74,1.67,0.69,2.78,2.78,2.74,1.35,1.35,1.31,0.0
2857,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2858,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2859,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2860,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2861,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2862,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2863,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2864,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2865,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2866,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2867,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2868,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2869,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2870,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2871,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2872,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2873,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2874,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2875,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2876,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2877,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2878,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2879,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2880,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2881,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2882,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2883,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2884,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2885,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2886,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2887,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2888,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2889,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2890,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2891,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2892,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2893,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2894,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2895,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2896,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2897,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2898,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2899,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2900,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2901,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2902,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2903,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2904,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2905,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2906,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2907,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2908,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
2909,3.78,3.78,4.28,1.67,0.69,3.78,3.78,4.28,2.35,2.35,2.85,0.0
